id,type,z,host_Z,p_sn,p_host,host_target,host_visits_needed_pfs,host_hours_needed_desi,host_hours_done,observed,host_completed
130,Ia,0.49236,21.796,4,4,1,1,4.2,4.0,0,0
131,Ia,0.24784,20.905,4,4,1,1,4.2,0.0,0,0
132,Ia,0.75791,21.673,5,5,1,1,4.2,4.0,0,0
133,Ia,0.73168,999.000,0,-1,0,-1,-1.0,0.0,0,0
134,Ia,0.47916,22.899,2,2,1,3,12.6,12.0,1,0
135,Ia,0.44404,22.707,5,5,1,2,8.4,10.0,0,1
136,Ia,1.04191,24.227,1,1,1,23,96.6,14.0,0,0
137,Ia,0.95123,22.273,4,4,1,1,4.2,6.0,0,1
138,Ia,0.59607,22.478,5,5,1,1,4.2,4.0,1,0
139,Ia,0.73958,21.689,1,1,1,1,4.2,6.0,0,1
140,Ia,0.79540,21.411,0,0,1,1,4.2,0.0,1,0
141,Ia,0.49516,20.490,1,1,1,1,4.2,2.0,1,0
142,Ia,0.84350,23.854,2,2,1,12,50.4,6.0,0,0
143,Ia,0.84594,22.877,5,5,1,2,8.4,10.0,0,1
144,Ia,0.62762,22.607,4,4,1,2,8.4,8.0,1,0
145,Ia,0.19707,19.564,4,4,1,1,4.2,4.0,1,0
146,Ia,0.30099,18.388,2,2,1,1,4.2,6.0,1,1
147,Ia,0.67202,20.623,4,4,1,1,4.2,6.0,0,1
148,Ia,0.61794,24.604,2,2,1,47,197.4,12.0,1,0
149,Ia,0.49075,21.432,2,2,1,1,4.2,6.0,0,1
150,Ia,0.95003,25.923,3,3,0,-1,-1.0,0.0,0,0
151,Ia,0.32531,21.259,4,4,1,1,4.2,6.0,0,1
152,Ia,0.57638,19.952,4,4,1,1,4.2,4.0,0,0
153,Ia,1.07494,22.924,1,1,1,3,12.6,12.0,0,0
154,Ia,0.48813,24.036,0,0,1,17,71.4,4.0,0,0
155,Ia,0.15749,21.665,3,3,1,1,4.2,6.0,0,1
156,Ia,0.82583,21.051,4,4,1,1,4.2,2.0,0,0
157,Ia,0.55273,20.754,3,3,1,1,4.2,2.0,0,0
158,Ia,0.68333,21.567,0,0,1,1,4.2,6.0,0,1
159,Ia,0.76521,22.345,3,3,1,1,4.2,6.0,0,1
160,Ia,0.67876,26.096,0,0,0,-1,-1.0,0.0,1,0
161,Ia,0.75975,22.650,0,0,1,2,8.4,10.0,0,1
162,Ia,0.79462,21.366,4,4,1,1,4.2,6.0,0,1
163,Ia,0.32475,25.925,5,5,0,-1,-1.0,0.0,1,0
164,Ia,0.98835,23.379,0,0,1,5,21.0,8.0,0,0
165,Ia,0.83993,23.264,2,2,1,4,16.8,0.0,0,0
166,Ia,0.59258,22.092,1,1,1,1,4.2,6.0,0,1
167,Ia,0.83767,23.113,4,4,1,4,16.8,0.0,0,0
168,Ia,0.58079,20.459,3,3,1,1,4.2,6.0,0,1
169,Ia,0.60086,20.376,1,1,1,1,4.2,2.0,0,0
170,Ia,0.87890,21.881,0,0,1,1,4.2,4.0,1,0
171,Ia,0.62349,22.251,3,3,1,1,4.2,4.0,0,0
172,Ia,0.68651,21.815,1,1,1,1,4.2,6.0,0,1
173,Ia,0.86186,21.857,3,3,1,1,4.2,6.0,0,1
174,Ia,0.67655,20.826,5,5,1,1,4.2,6.0,0,1
175,Ia,0.36785,22.721,2,2,1,2,8.4,0.0,0,0
176,Ia,0.99610,22.955,2,2,1,3,12.6,4.0,0,0
177,Ia,0.48259,20.521,-1,-1,1,1,4.2,0.0,0,0
178,Ia,0.48345,22.922,1,1,1,3,12.6,2.0,0,0
179,Ia,0.73666,21.342,1,1,1,1,4.2,6.0,0,1
180,Ia,0.73088,20.021,4,4,1,1,4.2,6.0,0,1
181,Ia,0.56216,21.925,-1,-1,1,1,4.2,0.0,0,0
182,Ia,0.71001,24.217,1,1,1,23,96.6,16.0,1,0
183,Ia,0.55664,19.747,1,1,1,1,4.2,6.0,0,1
184,Ia,0.54625,20.576,0,0,1,1,4.2,6.0,0,1
185,Ia,0.47713,19.232,1,1,1,1,4.2,6.0,0,1
186,Ia,0.72265,23.442,1,1,1,6,25.2,4.0,1,0
187,Ia,0.40113,20.261,4,4,1,1,4.2,4.0,0,0
188,Ia,0.75698,22.229,3,3,1,1,4.2,0.0,0,0
189,Ia,0.91240,23.511,4,4,1,7,29.4,4.0,0,0
190,Ia,1.00635,21.935,1,1,1,1,4.2,4.0,0,0
191,Ia,0.46626,21.865,4,4,1,1,4.2,6.0,1,1
192,Ia,0.81388,22.073,4,4,1,1,4.2,0.0,0,0
193,Ia,0.53681,20.615,4,4,1,1,4.2,0.0,0,0
194,Ia,0.66355,19.730,0,0,1,1,4.2,6.0,0,1
195,Ia,0.76811,24.259,-1,-1,1,25,105.0,0.0,0,0
196,Ia,0.63369,20.272,4,4,1,1,4.2,4.0,0,0
197,Ia,0.98999,21.123,4,4,1,1,4.2,0.0,0,0
198,Ia,0.61900,19.974,3,3,1,1,4.2,6.0,0,1
199,Ia,0.79085,25.130,-1,-1,1,122,512.4,0.0,0,0
200,Ia,0.65596,19.967,5,5,1,1,4.2,6.0,0,1
201,Ia,0.79785,20.374,1,1,1,1,4.2,6.0,0,1
202,Ia,0.54538,20.389,-1,-1,1,1,4.2,0.0,0,0
203,Ia,0.43922,20.633,5,5,1,1,4.2,6.0,1,1
204,Ia,0.75834,21.573,2,2,1,1,4.2,6.0,0,1
205,Ia,0.79514,20.705,3,3,1,1,4.2,6.0,0,1
206,Ia,0.72769,20.195,3,3,1,1,4.2,6.0,0,1
207,Ia,0.62596,23.644,2,2,1,8,33.6,18.0,0,0
208,Ia,0.24804,22.175,4,4,1,1,4.2,2.0,1,0
209,Ia,1.01863,23.433,3,3,1,6,25.2,14.0,0,0
210,Ia,0.63915,19.858,2,2,1,1,4.2,6.0,0,1
211,Ia,1.04028,22.071,1,1,1,1,4.2,6.0,1,1
212,Ia,0.46218,21.196,1,1,1,1,4.2,6.0,0,1
213,Ia,0.40602,21.620,4,4,1,1,4.2,6.0,0,1
214,Ia,0.95251,21.631,2,2,1,1,4.2,6.0,0,1
215,Ia,0.76077,999.000,2,-1,0,-1,-1.0,0.0,0,0
216,Ia,0.46597,20.992,5,5,1,1,4.2,6.0,0,1
217,Ia,0.91742,22.060,2,2,1,1,4.2,4.0,0,0
218,Ia,0.69965,21.554,2,2,1,1,4.2,6.0,0,1
219,Ia,0.72567,21.092,0,0,1,1,4.2,4.0,0,0
220,Ia,0.74595,21.452,1,1,1,1,4.2,4.0,0,0
221,Ia,0.62795,21.947,5,5,1,1,4.2,6.0,0,1
222,Ia,0.81147,21.941,4,4,1,1,4.2,4.0,0,0
223,Ia,0.85368,23.218,0,0,1,4,16.8,0.0,0,0
224,Ia,0.36859,999.000,1,-1,0,-1,-1.0,0.0,0,0
225,Ia,0.86594,22.970,1,1,1,3,12.6,12.0,0,0
226,Ia,0.52146,21.357,-1,-1,1,1,4.2,0.0,0,0
227,Ia,0.85667,24.576,2,2,1,44,184.8,6.0,0,0
228,Ia,0.31354,23.592,2,2,1,8,33.6,14.0,0,0
229,Ia,0.53216,20.099,2,2,1,1,4.2,6.0,0,1
230,Ia,0.69350,22.394,1,1,1,1,4.2,6.0,1,1
231,Ia,0.90922,21.918,1,1,1,1,4.2,6.0,0,1
232,Ia,0.79089,25.882,3,3,0,-1,-1.0,0.0,0,0
233,Ia,0.32896,20.276,3,3,1,1,4.2,6.0,0,1
234,Ia,0.67613,20.863,4,4,1,1,4.2,6.0,1,1
235,Ia,0.67242,22.750,5,5,1,2,8.4,10.0,0,1
236,Ia,0.76876,22.261,0,0,1,1,4.2,4.0,0,0
237,Ia,0.53003,20.636,0,0,1,1,4.2,4.0,1,0
238,Ia,1.05180,22.227,5,5,1,1,4.2,6.0,0,1
239,Ia,0.65766,22.435,-1,-1,1,1,4.2,0.0,0,0
240,Ia,0.56945,18.383,3,3,1,1,4.2,6.0,1,1
241,Ia,0.96014,20.668,2,2,1,1,4.2,6.0,0,1
242,Ia,0.82228,23.851,-1,-1,1,12,50.4,0.0,0,0
243,Ia,0.61276,20.159,4,4,1,1,4.2,2.0,0,0
244,Ia,0.48668,999.000,3,-1,0,-1,-1.0,0.0,0,0
245,Ia,0.64344,21.691,2,2,1,1,4.2,6.0,0,1
246,Ia,0.31827,21.343,3,3,1,1,4.2,0.0,0,0
247,Ia,0.44983,20.337,5,5,1,1,4.2,4.0,1,0
248,Ia,0.64436,21.585,1,1,1,1,4.2,6.0,0,1
249,Ia,0.81101,23.484,4,4,1,6,25.2,12.0,0,0
250,Ia,0.82562,21.800,2,2,1,1,4.2,6.0,0,1
251,Ia,0.76656,22.588,3,3,1,2,8.4,8.0,0,0
252,Ia,0.89803,26.697,4,4,0,-1,-1.0,0.0,0,0
253,Ia,0.61139,22.391,3,3,1,1,4.2,6.0,1,1
254,Ia,0.79988,20.648,1,1,1,1,4.2,0.0,0,0
255,Ia,0.33753,19.298,4,4,1,1,4.2,6.0,1,1
256,Ia,0.92891,21.848,-1,-1,1,1,4.2,0.0,0,0
257,Ia,0.66991,22.541,1,1,1,2,8.4,4.0,1,0
258,Ia,0.89143,21.057,0,0,1,1,4.2,6.0,0,1
259,Ia,0.96480,22.785,2,2,1,2,8.4,10.0,0,1
260,Ia,0.59226,20.513,5,5,1,1,4.2,4.0,0,0
261,Ia,0.91570,23.707,3,3,1,9,37.8,14.0,0,0
262,Ia,0.22938,19.097,-1,-1,1,1,4.2,0.0,0,0
263,Ia,0.63190,22.336,4,4,1,1,4.2,0.0,0,0
264,Ia,0.84453,22.481,2,2,1,1,4.2,6.0,0,1
265,Ia,0.76454,26.916,5,5,0,-1,-1.0,0.0,0,0
266,Ia,0.66051,23.296,4,4,1,5,21.0,14.0,0,0
267,Ia,0.32148,18.640,4,4,1,1,4.2,6.0,1,1
268,Ia,0.82092,20.802,5,5,1,1,4.2,6.0,1,1
269,Ia,0.69063,21.480,2,2,1,1,4.2,6.0,0,1
270,Ia,0.55755,20.958,0,0,1,1,4.2,6.0,1,1
271,Ia,0.61014,22.219,0,0,1,1,4.2,0.0,1,0
272,Ia,0.34246,21.727,3,3,1,1,4.2,6.0,0,1
273,Ia,0.46818,20.935,4,4,1,1,4.2,4.0,1,0
274,Ia,0.84091,22.353,1,1,1,1,4.2,0.0,0,0
275,Ia,0.98006,22.111,0,0,1,1,4.2,6.0,0,1
276,Ia,0.67345,24.292,1,1,1,26,109.2,14.0,0,0
277,Ia,0.50407,20.538,4,4,1,1,4.2,4.0,0,0
278,Ia,0.76752,20.966,3,3,1,1,4.2,2.0,0,0
279,Ia,0.73487,20.889,-1,-1,1,1,4.2,0.0,0,0
280,Ia,0.96596,21.899,3,3,1,1,4.2,4.0,0,0
281,Ia,1.04273,24.597,2,2,1,46,193.2,4.0,1,0
282,Ia,0.76138,22.043,5,5,1,1,4.2,0.0,0,0
283,Ia,0.85537,22.153,0,0,1,1,4.2,6.0,0,1
284,Ia,0.37417,25.752,-1,-1,0,-1,-1.0,0.0,0,0
285,Ia,0.81067,22.872,1,1,1,2,8.4,10.0,1,1
286,Ia,0.72277,21.301,5,5,1,1,4.2,6.0,0,1
287,Ia,0.90554,23.233,1,1,1,4,16.8,14.0,0,0
288,Ia,0.56956,21.352,5,5,1,1,4.2,6.0,0,1
289,Ia,0.78102,20.571,2,2,1,1,4.2,0.0,0,0
290,Ia,0.40625,20.589,4,4,1,1,4.2,6.0,1,1
291,Ia,0.60079,24.382,0,0,1,31,130.2,12.0,0,0
292,Ia,0.82169,26.502,1,1,0,-1,-1.0,0.0,0,0
293,Ia,0.58995,24.113,5,5,1,19,79.8,14.0,0,0
294,Ia,0.84711,21.666,-1,-1,1,1,4.2,0.0,0,0
295,Ia,0.85404,23.158,1,1,1,4,16.8,4.0,0,0
296,Ia,1.04987,22.254,2,2,1,1,4.2,6.0,0,1
297,Ia,0.89240,23.507,2,2,1,7,29.4,14.0,0,0
298,Ia,0.71210,22.377,4,4,1,1,4.2,6.0,0,1
299,Ia,0.65068,21.747,0,0,1,1,4.2,2.0,1,0
300,Ia,0.86245,21.502,3,3,1,1,4.2,4.0,1,0
301,Ia,0.43542,22.064,0,0,1,1,4.2,6.0,0,1
302,Ia,0.92451,23.730,2,2,1,10,42.0,14.0,0,0
303,Ia,0.90688,21.845,1,1,1,1,4.2,6.0,0,1
304,Ia,0.66884,20.051,3,3,1,1,4.2,6.0,0,1
305,Ia,0.61499,24.212,-1,-1,1,23,96.6,0.0,0,0
306,Ia,0.75155,20.970,1,1,1,1,4.2,6.0,0,1
307,Ia,0.45580,21.625,3,3,1,1,4.2,6.0,1,1
308,Ia,0.44481,26.839,3,3,0,-1,-1.0,0.0,1,0
309,Ia,0.72410,19.268,5,5,1,1,4.2,6.0,0,1
310,Ia,0.87337,23.171,4,4,1,4,16.8,0.0,0,0
311,Ia,0.32956,20.249,4,4,1,1,4.2,6.0,0,1
312,Ia,0.63101,20.027,4,4,1,1,4.2,6.0,0,1
313,Ia,0.62441,22.364,5,5,1,1,4.2,6.0,0,1
314,Ia,0.71296,22.234,4,4,1,1,4.2,6.0,0,1
315,Ia,0.94531,23.193,0,0,1,4,16.8,18.0,0,1
316,Ia,0.59965,22.682,5,5,1,2,8.4,10.0,0,1
317,Ia,0.67142,22.660,5,5,1,2,8.4,10.0,0,1
318,Ia,0.50604,22.033,2,2,1,1,4.2,6.0,0,1
319,Ia,1.16537,25.399,1,1,1,200,840.0,2.0,1,0
320,Ia,0.84298,22.759,5,5,1,2,8.4,10.0,0,1
321,Ia,0.92170,21.550,2,2,1,1,4.2,6.0,0,1
322,Ia,0.94967,22.808,0,0,1,2,8.4,0.0,0,0
323,Ia,0.90229,21.225,4,4,1,1,4.2,6.0,0,1
324,Ia,0.71325,20.030,4,4,1,1,4.2,6.0,0,1
325,Ia,0.73742,999.000,-1,-1,0,-1,-1.0,0.0,0,0
326,Ia,0.34751,21.064,2,2,1,1,4.2,6.0,0,1
327,Ia,0.77378,27.236,2,2,0,-1,-1.0,0.0,1,0
328,Ia,0.97049,21.829,3,3,1,1,4.2,4.0,0,0
329,Ia,0.77892,24.510,4,4,1,39,163.8,0.0,0,0
330,Ia,0.75262,23.132,2,2,1,4,16.8,8.0,1,0
331,Ia,0.48505,21.557,4,4,1,1,4.2,6.0,1,1
332,Ia,0.38744,19.620,1,1,1,1,4.2,4.0,1,0
333,Ia,0.94586,22.694,-1,-1,1,2,8.4,0.0,0,0
334,Ia,0.83323,21.291,5,5,1,1,4.2,6.0,0,1
335,Ia,0.75949,21.287,2,2,1,1,4.2,6.0,1,1
336,Ia,0.57214,20.902,5,5,1,1,4.2,6.0,0,1
337,Ia,0.94728,25.485,0,0,1,230,966.0,8.0,1,0
338,Ia,0.96381,22.021,2,2,1,1,4.2,6.0,1,1
339,Ia,1.11140,23.520,4,4,1,7,29.4,4.0,0,0
340,Ia,0.81566,23.643,4,4,1,8,33.6,4.0,0,0
341,Ia,0.85824,22.885,1,1,1,3,12.6,14.0,0,1
342,Ia,0.70246,23.240,4,4,1,4,16.8,0.0,0,0
343,Ia,0.42090,18.843,0,0,1,1,4.2,6.0,1,1
344,Ia,0.94459,23.491,5,5,1,6,25.2,0.0,0,0
345,Ia,0.80321,20.108,0,0,1,1,4.2,2.0,0,0
346,Ia,0.59517,22.107,4,4,1,1,4.2,6.0,0,1
347,Ia,0.70951,999.000,4,-1,0,-1,-1.0,0.0,1,0
348,Ia,0.53530,21.638,2,2,1,1,4.2,6.0,0,1
349,Ia,0.83490,24.997,5,5,1,94,394.8,0.0,0,0
350,Ia,0.48104,22.073,5,5,1,1,4.2,6.0,0,1
351,Ia,0.48594,25.145,4,4,1,126,529.2,4.0,0,0
352,Ia,0.95714,22.719,4,4,1,2,8.4,10.0,0,1
353,Ia,0.77306,21.802,1,1,1,1,4.2,0.0,0,0
354,Ia,1.08020,22.570,0,0,1,2,8.4,10.0,0,1
355,Ia,0.74429,21.585,1,1,1,1,4.2,0.0,0,0
356,Ia,0.91559,23.399,3,3,1,6,25.2,10.0,0,0
357,Ia,0.72931,23.043,4,4,1,3,12.6,4.0,0,0
358,Ia,0.71513,21.802,5,5,1,1,4.2,6.0,0,1
359,Ia,0.63618,22.543,4,4,1,2,8.4,4.0,1,0
360,Ia,0.53490,22.835,1,1,1,2,8.4,8.0,0,0
361,Ia,0.82927,21.163,4,4,1,1,4.2,6.0,0,1
362,Ia,0.55247,26.396,0,0,0,-1,-1.0,0.0,0,0
363,Ia,1.02578,21.869,2,2,1,1,4.2,6.0,0,1
364,Ia,0.40846,23.172,2,2,1,4,16.8,14.0,1,0
365,Ia,0.87958,22.321,5,5,1,1,4.2,6.0,0,1
366,Ia,0.15063,18.068,2,2,1,1,4.2,6.0,1,1
367,Ia,0.68664,20.551,5,5,1,1,4.2,6.0,1,1
368,Ia,0.60830,23.077,3,3,1,3,12.6,14.0,0,1
369,Ia,0.70976,21.115,3,3,1,1,4.2,0.0,0,0
370,Ia,0.64228,20.332,5,5,1,1,4.2,0.0,0,0
371,Ia,0.94009,22.426,1,1,1,1,4.2,6.0,0,1
372,Ia,0.89572,20.960,1,1,1,1,4.2,2.0,0,0
373,Ia,0.35546,20.805,2,2,1,1,4.2,6.0,1,1
374,Ia,0.97520,999.000,2,-1,0,-1,-1.0,0.0,0,0
375,Ia,0.95359,20.983,0,0,1,1,4.2,4.0,0,0
376,Ia,0.63812,22.243,5,5,1,1,4.2,6.0,0,1
377,Ia,0.70059,24.095,2,2,1,19,79.8,0.0,0,0
378,Ia,0.51721,24.090,0,0,1,19,79.8,16.0,0,0
379,Ia,0.30831,19.182,-1,-1,1,1,4.2,0.0,0,0
380,Ia,0.26754,19.906,1,1,1,1,4.2,0.0,1,0
381,Ia,0.63451,21.836,3,3,1,1,4.2,6.0,0,1
382,Ia,0.96677,22.153,3,3,1,1,4.2,6.0,0,1
383,Ia,1.16934,24.255,2,2,1,24,100.8,18.0,0,0
384,Ia,1.02035,22.878,2,2,1,2,8.4,6.0,0,0
385,Ia,0.47774,21.473,0,0,1,1,4.2,2.0,1,0
386,Ia,0.60600,23.323,4,4,1,5,21.0,8.0,1,0
387,Ia,0.49225,21.659,5,5,1,1,4.2,4.0,0,0
388,Ia,0.90456,23.098,0,0,1,3,12.6,10.0,0,0
389,Ia,0.50934,20.418,0,0,1,1,4.2,6.0,1,1
390,Ia,0.67708,21.645,2,2,1,1,4.2,6.0,0,1
391,Ia,0.75876,22.854,1,1,1,2,8.4,10.0,1,1
392,Ia,0.35158,19.983,5,5,1,1,4.2,4.0,0,0
393,Ia,1.30305,24.021,1,1,1,16,67.2,4.0,0,0
394,Ia,0.87188,23.713,3,3,1,9,37.8,4.0,0,0
395,Ia,0.50331,20.335,5,5,1,1,4.2,0.0,0,0
396,Ia,0.69012,21.534,5,5,1,1,4.2,6.0,1,1
397,Ia,0.67764,21.275,4,4,1,1,4.2,6.0,0,1
398,Ia,0.86211,20.810,-1,-1,1,1,4.2,0.0,0,0
399,Ia,0.71051,22.814,3,3,1,2,8.4,10.0,0,1
400,Ia,1.06321,22.738,5,5,1,2,8.4,4.0,0,0
401,Ia,0.40211,20.700,0,0,1,1,4.2,0.0,0,0
402,Ia,0.53754,21.529,1,1,1,1,4.2,6.0,1,1
403,Ia,0.29291,22.264,2,2,1,1,4.2,4.0,1,0
404,Ia,0.60644,23.453,1,1,1,6,25.2,14.0,0,0
405,Ia,0.35497,19.152,1,1,1,1,4.2,6.0,0,1
406,Ia,0.93186,23.220,-1,-1,1,4,16.8,0.0,0,0
407,Ia,0.48225,24.721,4,4,1,57,239.4,0.0,0,0
408,Ia,0.74128,22.554,1,1,1,2,8.4,6.0,0,0
409,Ia,0.60994,24.442,-1,-1,1,35,147.0,0.0,0,0
410,Ia,0.35992,19.948,2,2,1,1,4.2,6.0,0,1
411,Ia,0.80366,21.000,5,5,1,1,4.2,6.0,0,1
412,Ia,0.31564,22.079,-1,-1,1,1,4.2,0.0,0,0
413,Ia,0.65791,23.356,3,3,1,5,21.0,12.0,1,0
414,Ia,0.74820,21.146,2,2,1,1,4.2,6.0,0,1
415,Ia,0.41015,23.102,5,5,1,3,12.6,0.0,1,0
416,Ia,0.81572,22.852,5,5,1,2,8.4,10.0,0,1
417,Ia,0.58867,22.116,2,2,1,1,4.2,6.0,1,1
418,Ia,0.38522,21.384,2,2,1,1,4.2,6.0,1,1
419,Ia,0.66656,21.560,4,4,1,1,4.2,4.0,0,0
420,Ia,0.96371,22.565,-1,-1,1,2,8.4,0.0,0,0
421,Ia,0.61801,23.985,1,1,1,15,63.0,18.0,0,0
422,Ia,0.91241,22.332,3,3,1,1,4.2,6.0,0,1
423,Ia,0.51586,20.846,5,5,1,1,4.2,4.0,0,0
424,Ia,0.74131,21.124,3,3,1,1,4.2,6.0,0,1
425,Ia,0.98286,21.827,4,4,1,1,4.2,6.0,0,1
426,Ia,0.71747,20.053,4,4,1,1,4.2,6.0,0,1
427,Ia,0.29866,21.312,0,0,1,1,4.2,6.0,1,1
428,Ia,0.88136,24.165,1,1,1,21,88.2,14.0,0,0
429,Ia,0.70802,22.448,2,2,1,1,4.2,6.0,0,1
430,Ia,0.63197,20.668,5,5,1,1,4.2,6.0,0,1
431,Ia,0.90355,23.222,4,4,1,4,16.8,12.0,0,0
432,Ia,0.98939,23.235,-1,-1,1,4,16.8,0.0,0,0
433,Ia,0.78353,22.284,0,0,1,1,4.2,6.0,0,1
434,Ia,0.46635,20.265,0,0,1,1,4.2,6.0,0,1
435,Ia,0.87816,24.905,5,5,1,81,340.2,16.0,0,0
436,Ia,0.55330,23.322,0,0,1,5,21.0,18.0,0,0
437,Ia,0.77697,23.678,5,5,1,9,37.8,4.0,0,0
438,Ia,0.54503,21.223,0,0,1,1,4.2,6.0,0,1
439,Ia,0.86878,25.786,3,3,0,-1,-1.0,0.0,1,0
440,Ia,0.87972,22.185,4,4,1,1,4.2,6.0,0,1
441,Ia,0.61234,20.494,4,4,1,1,4.2,6.0,1,1
442,Ia,0.32091,21.641,3,3,1,1,4.2,0.0,0,0
443,Ia,0.58801,22.160,3,3,1,1,4.2,6.0,0,1
444,Ia,0.47029,22.034,0,0,1,1,4.2,2.0,0,0
445,Ia,0.66857,20.872,5,5,1,1,4.2,4.0,0,0
446,Ia,0.77938,22.947,0,0,1,3,12.6,4.0,0,0
447,Ia,0.69213,18.631,4,4,1,1,4.2,6.0,0,1
448,Ia,0.74878,21.770,3,3,1,1,4.2,6.0,0,1
449,Ia,0.77526,21.523,1,1,1,1,4.2,4.0,0,0
450,Ia,0.70232,22.180,5,5,1,1,4.2,6.0,0,1
451,Ia,0.62750,23.369,3,3,1,5,21.0,8.0,1,0
452,Ia,0.77512,23.448,5,5,1,6,25.2,2.0,1,0
453,Ia,0.75991,20.548,1,1,1,1,4.2,6.0,0,1
454,Ia,0.86763,21.453,4,4,1,1,4.2,4.0,0,0
455,Ia,0.62238,20.311,2,2,1,1,4.2,6.0,1,1
456,Ia,0.50417,22.461,0,0,1,1,4.2,0.0,0,0
457,Ia,0.52861,21.587,2,2,1,1,4.2,0.0,1,0
458,Ia,0.94872,20.675,1,1,1,1,4.2,6.0,0,1
459,Ia,0.15056,18.759,2,2,1,1,4.2,0.0,1,0
460,Ia,1.04016,21.906,5,5,1,1,4.2,6.0,0,1
461,Ia,0.83108,21.009,5,5,1,1,4.2,2.0,1,0
462,Ia,0.87096,999.000,4,-1,0,-1,-1.0,0.0,0,0
463,Ia,0.36146,21.507,1,1,1,1,4.2,0.0,0,0
464,Ia,0.97597,23.744,2,2,1,10,42.0,18.0,0,0
465,Ia,0.63887,23.611,4,4,1,8,33.6,4.0,0,0
466,Ia,0.15354,18.117,5,5,1,1,4.2,0.0,0,0
467,Ia,0.16190,24.551,3,3,1,42,176.4,16.0,1,0
468,Ia,0.52091,23.087,4,4,1,3,12.6,6.0,1,0
469,Ia,0.61773,20.157,0,0,1,1,4.2,4.0,0,0
470,Ia,0.80494,25.014,0,0,1,97,407.4,14.0,0,0
471,Ia,0.81665,22.858,1,1,1,2,8.4,10.0,0,1
472,Ia,1.02976,21.281,3,3,1,1,4.2,6.0,0,1
473,Ia,0.77747,22.543,-1,-1,1,2,8.4,0.0,0,0
474,Ia,0.35596,21.062,5,5,1,1,4.2,6.0,0,1
475,Ia,0.78807,21.600,3,3,1,1,4.2,6.0,0,1
476,Ia,0.14938,21.043,1,1,1,1,4.2,6.0,0,1
477,Ia,0.61871,21.040,1,1,1,1,4.2,0.0,1,0
478,Ia,0.96007,23.024,-1,-1,1,3,12.6,0.0,0,0
479,Ia,0.77318,22.778,5,5,1,2,8.4,10.0,0,1
480,Ia,0.62795,22.939,0,0,1,3,12.6,14.0,0,1
481,Ia,0.67544,21.164,0,0,1,1,4.2,6.0,0,1
482,Ia,0.30976,19.177,5,5,1,1,4.2,6.0,1,1
483,Ia,0.73764,23.245,3,3,1,4,16.8,18.0,0,1
484,Ia,0.77892,23.315,2,2,1,5,21.0,8.0,0,0
485,Ia,0.65460,24.283,3,3,1,26,109.2,6.0,0,0
486,Ia,0.62475,21.264,0,0,1,1,4.2,4.0,0,0
487,Ia,0.47904,25.303,0,0,1,167,701.4,4.0,0,0
488,Ia,0.78262,22.057,5,5,1,1,4.2,6.0,0,1
489,Ia,0.85378,22.925,3,3,1,3,12.6,12.0,0,0
490,Ia,0.73117,24.126,0,0,1,20,84.0,0.0,0,0
491,Ia,0.58547,22.859,4,4,1,2,8.4,10.0,0,1
492,Ia,0.27639,21.261,1,1,1,1,4.2,2.0,0,0
493,Ia,0.83524,22.730,3,3,1,2,8.4,10.0,0,1
494,Ia,0.42546,19.509,2,2,1,1,4.2,6.0,0,1
495,Ia,0.71222,22.198,0,0,1,1,4.2,6.0,0,1
496,Ia,0.40876,19.336,-1,-1,1,1,4.2,0.0,0,0
497,Ia,0.66235,999.000,3,-1,0,-1,-1.0,0.0,1,0
498,Ia,0.25722,19.118,1,1,1,1,4.2,6.0,1,1
499,Ia,0.99692,23.030,5,5,1,3,12.6,0.0,0,0
500,Ia,0.54499,20.269,3,3,1,1,4.2,6.0,0,1
501,Ia,0.85310,23.540,0,0,1,7,29.4,14.0,0,0
502,Ia,0.31912,18.618,1,1,1,1,4.2,6.0,0,1
503,Ia,0.71327,23.109,5,5,1,4,16.8,12.0,0,0
504,Ia,0.60997,20.556,4,4,1,1,4.2,2.0,0,0
505,Ia,0.16143,24.798,2,2,1,66,277.2,2.0,1,0
506,Ia,0.25765,20.402,-1,-1,1,1,4.2,0.0,0,0
507,Ia,1.07895,24.901,4,4,1,80,336.0,4.0,0,0
508,Ia,0.68649,23.107,0,0,1,4,16.8,2.0,0,0
509,Ia,0.59420,20.898,-1,-1,1,1,4.2,0.0,0,0
510,Ia,0.64819,22.183,1,1,1,1,4.2,4.0,0,0
511,Ia,0.47366,22.587,-1,-1,1,2,8.4,0.0,0,0
512,Ia,0.63819,26.003,2,2,0,-1,-1.0,0.0,0,0
513,Ia,0.83942,23.784,3,3,1,11,46.2,6.0,0,0
514,Ia,0.83121,21.277,1,1,1,1,4.2,6.0,0,1
515,Ia,0.96102,21.927,-1,-1,1,1,4.2,0.0,0,0
516,Ia,0.73258,20.899,4,4,1,1,4.2,0.0,0,0
517,Ia,0.30961,19.871,1,1,1,1,4.2,6.0,1,1
518,Ia,0.46504,20.255,1,1,1,1,4.2,6.0,1,1
519,Ia,0.40221,21.394,5,5,1,1,4.2,6.0,0,1
520,Ia,0.52366,20.571,4,4,1,1,4.2,6.0,1,1
521,Ia,0.45861,23.967,1,1,1,15,63.0,2.0,1,0
522,Ia,0.30393,19.708,4,4,1,1,4.2,6.0,1,1
523,Ia,0.50204,19.576,5,5,1,1,4.2,0.0,0,0
524,Ia,0.50920,22.340,1,1,1,1,4.2,6.0,0,1
